playId;songId;clientId;time
21831;2854;77209;28.08.2020
82405;949;79106;4.11.2022
93378;1408;86979;17.01.2020
99620;708;47119;2.05.2020
58958;4792;92695;27.08.2021
81104;8587;30978;13.11.2020
31326;415;33045;29.08.2021
58414;5989;13181;28.01.2022
23370;8194;89188;31.07.2022
86330;9972;17739;27.12.2022
15878;4867;52517;9.01.2021
55522;6623;40988;14.11.2021
74171;6596;7286;22.02.2021
41373;2129;6373;19.05.2021
62936;918;64804;10.10.2022
44410;3381;64150;26.10.2022
69277;3911;49364;9.11.2021
52754;5046;17132;22.09.2022
62965;3930;24419;5.06.2020
35067;969;19800;19.03.2021
65278;7506;28954;7.03.2022
17700;4449;51974;1.09.2020
20168;7301;38931;21.02.2022
80146;6097;99814;16.04.2020
6935;5390;71683;23.08.2022
18744;8623;90715;19.02.2020
85228;5651;42817;24.02.2022
4649;8210;98255;26.10.2022
65078;7853;72031;5.10.2020
57022;7065;19027;3.06.2022
47695;2586;97541;27.01.2021
68976;3050;16986;1.12.2020
46890;4990;79129;9.12.2021
65199;1998;90582;23.08.2021
27565;3857;37083;31.12.2020
15049;3598;6283;26.02.2020
51850;5367;92288;15.10.2022
72505;7824;97704;1.08.2022
30874;6113;11063;1.09.2021
8015;1272;81982;18.09.2020
73669;2513;94548;26.09.2022
48281;4471;66230;18.06.2021
64286;7436;90643;30.09.2021
64019;5760;7337;28.08.2022
51024;3734;81130;11.05.2021
39292;4632;97669;9.09.2020
42967;2938;51005;23.04.2020
34687;7956;94412;5.02.2022
23849;7553;94436;22.02.2022
41834;9064;87290;8.05.2021
94872;1068;5561;17.05.2021
17131;9065;88558;6.05.2020
42693;6209;34112;3.09.2022
35608;6213;19515;14.06.2020
95413;9530;28477;31.10.2021
7402;926;17950;8.10.2022
70126;2202;42198;9.08.2020
13279;1600;20998;6.10.2022
10510;4625;53208;25.02.2022
54022;736;35104;7.10.2022
39177;2193;55098;19.11.2020
75137;6489;27532;6.01.2020
85375;1027;62172;15.08.2020
37923;1302;59865;22.01.2021
57545;8188;84713;31.01.2022
50965;4708;16553;6.12.2020
23649;9201;74220;27.12.2020
96604;5897;61864;26.10.2020
87518;5787;24144;23.07.2020
18291;1508;78125;27.06.2021
93322;3252;92090;26.09.2020
11108;8235;98443;6.10.2022
57451;3428;48832;26.11.2021
67847;5003;67188;8.05.2021
74124;729;22678;21.01.2022
64380;5925;28523;9.01.2020
78121;381;5001;23.07.2020
28815;1048;78122;27.10.2021
18665;7876;87718;26.08.2021
32820;7721;7670;8.02.2022
36615;5112;94590;10.07.2020
15680;8711;19351;8.12.2021
60871;3211;46961;26.04.2022
95330;3028;55102;11.04.2022
53624;6626;27775;14.04.2021
66848;9192;81512;23.02.2022
13291;3630;88429;24.09.2021
2776;7191;23802;26.05.2022
48060;5756;84594;11.02.2021
94785;6702;45051;18.04.2021
39508;5525;12649;10.02.2021
16113;7244;11552;18.11.2022
53306;5008;56529;27.03.2022
70040;5177;58659;29.05.2021
90251;5814;553;25.04.2022
85584;3599;26133;24.07.2022
16762;8394;86641;3.12.2021
86471;442;24357;29.04.2022
58518;3678;50954;17.09.2021
94150;601;54340;4.12.2022
47542;8643;85094;22.08.2022
22938;4109;2417;15.02.2022
16355;9467;17211;27.11.2022
53401;3604;17719;11.04.2022
21869;996;69149;28.11.2022
14539;8300;99206;19.05.2021
71521;3573;76178;12.11.2020
46137;8323;73981;18.09.2021
77750;1510;9121;29.03.2022
65503;9674;26468;14.11.2021
19446;4246;24232;2.12.2020
1808;9118;46004;22.12.2021
96183;7413;71341;7.06.2020
13907;471;11;1.12.2022
92630;3396;79651;21.01.2021
42572;9008;91160;27.05.2022
27014;2760;32610;9.08.2020
30565;9142;86040;9.12.2021
36618;2579;92853;22.05.2021
94316;5579;53597;30.11.2022
22252;2178;44668;16.12.2021
47079;9274;38792;17.06.2020
10480;8262;86938;20.04.2020
59601;3030;58157;1.06.2022
980;4737;84398;4.06.2022
68652;1956;80761;8.02.2022
30681;2239;20507;19.01.2021
35092;1753;83839;29.01.2022
61665;9986;63278;23.03.2021
50672;6956;19793;11.02.2020
34999;3473;72017;26.03.2020
3236;4785;65887;7.02.2022
55263;1688;9184;31.01.2020
5191;3595;74546;26.02.2021
71554;7724;63976;18.07.2020
89138;1076;3775;15.02.2021
33969;6936;54618;30.11.2020
10529;2538;81094;6.07.2021
21186;388;2870;24.04.2021
19785;1889;69502;22.03.2020
2258;5050;72388;2.07.2022
50075;1259;41576;17.01.2021
66404;5013;40248;28.01.2020
57918;4050;53371;23.03.2022
54304;8287;93712;19.08.2021
90031;5599;37118;10.02.2020
68186;9156;95698;28.05.2021
56371;8;56584;29.03.2020
11702;9628;5797;14.01.2020
23497;5877;13368;16.05.2020
498;4915;80094;16.11.2021
72439;588;71630;11.04.2022
39133;1161;81995;23.02.2022
36043;1614;89252;2.09.2020
72364;9725;56289;4.04.2021
16737;5110;48658;5.02.2021
55837;3841;98706;5.11.2020
77973;8967;57031;9.10.2022
58369;9231;23887;29.09.2020
65613;3742;63907;9.03.2021
15115;9052;82137;14.09.2020
12146;4182;26645;1.08.2022
36483;4097;19407;20.09.2021
60868;2466;603;14.02.2020
87371;4225;23731;6.10.2021
50262;2278;77876;25.01.2021
98400;4598;53912;12.02.2022
9784;1008;77441;25.03.2022
29908;1096;68512;8.10.2020
94190;7162;38013;8.06.2022
34711;1392;73565;18.12.2020
78645;8367;85618;15.05.2022
79749;3170;85744;10.02.2020
82266;986;20319;5.07.2021
29900;7104;17174;22.05.2022
62263;7708;52544;2.07.2021
11575;838;3204;27.12.2020
82562;7495;83977;8.03.2020
16560;8606;65735;15.10.2020
45998;4870;71154;10.09.2021
55046;4182;48312;18.11.2022
20821;2246;78250;20.05.2020
2792;9701;87731;7.06.2020
54053;3052;29625;8.01.2020
91372;4544;42805;23.07.2020
48639;4496;62356;2.08.2020
32050;2162;45071;2.03.2022
61747;2469;83220;22.08.2020
3748;9824;64002;1.01.2021
40277;8968;14301;4.11.2021
44851;6099;66386;12.08.2021
73400;9064;32372;4.09.2022
91204;5906;63356;17.01.2022
32211;2053;530;7.02.2021
50901;9414;78462;20.12.2020
6640;2233;3700;14.08.2020
44958;7416;8625;30.10.2020
50993;4891;32438;4.02.2020
33241;5761;18721;13.12.2020
12289;7255;78156;17.05.2020
82940;6912;84859;29.09.2020
17552;5036;41688;1.01.2020
6106;5218;80462;24.06.2021
88986;8089;64550;4.10.2021
15186;5408;61249;31.05.2020
517;2348;2157;29.10.2022
81666;6296;15603;26.01.2022
8382;992;23028;3.01.2021
56768;1989;34830;15.08.2021
92625;6876;6335;28.04.2021
52535;7730;85170;7.11.2021
5136;767;11808;11.07.2020
56246;7722;85792;29.12.2021
76001;7284;86352;4.11.2022
74147;5091;34287;30.01.2020
30962;1230;59651;22.03.2022
42903;3362;94199;17.02.2021
93163;8704;82780;28.12.2020
8266;7463;90094;30.05.2022
6323;860;70893;23.11.2020
56417;6745;10636;20.03.2022
93064;7581;79076;11.05.2022
53785;9753;39500;19.03.2022
52433;5271;66940;14.11.2022
16128;35;43959;23.12.2020
83335;4361;48497;11.11.2021
6257;7011;67198;27.03.2021
57845;1522;92357;29.11.2021
84395;2214;9407;23.03.2022
64345;3561;24633;29.06.2020
97365;8067;43272;5.11.2021
37019;5750;72767;9.01.2021
43250;4838;83376;27.08.2022
2076;5057;41780;3.09.2022
73351;4849;80352;1.03.2021
13466;645;18785;26.01.2020
88887;2205;7936;3.11.2022
58518;9462;61036;28.06.2022
8095;8916;3598;5.02.2020
23934;3825;10789;16.10.2020
50075;4873;23342;31.03.2022
30906;447;67838;7.05.2020
21728;4110;83422;4.12.2021
54461;6345;15282;22.10.2020
31163;1083;93024;29.09.2022
82810;497;31523;17.03.2020
55897;1901;6331;16.03.2020
82533;2733;46713;9.01.2020
62317;3281;34313;14.07.2022
63877;3951;68437;26.06.2021
21250;5942;58025;17.10.2020
54349;7488;61961;14.06.2021
29084;8052;89542;25.12.2021
42211;2898;22655;24.04.2022
25327;3025;77717;30.10.2022
1471;2917;13210;25.11.2020
33983;2097;31283;14.01.2022
54092;2862;57972;19.06.2021
60982;1254;14355;19.03.2022
66802;9205;70526;12.03.2020
5844;165;71290;18.02.2022
98772;6495;57351;13.01.2020
60899;2113;83751;14.12.2022
66587;9671;15617;18.10.2022
91850;614;18462;18.03.2021
3073;7022;10658;20.10.2022
78607;9002;44799;23.06.2022
56034;9479;61932;18.10.2021
13307;6930;95160;11.05.2021
37221;9670;44956;25.02.2020
99126;8892;67383;28.08.2020
28938;8119;59628;9.07.2021
83944;8176;25993;1.11.2020
12070;1238;7327;26.10.2020
80245;6124;78914;2.08.2022
31077;4400;85355;5.06.2021
97514;293;66230;26.09.2022
47007;7935;66088;11.07.2020
34102;8670;28724;5.12.2022
49822;1407;15576;1.05.2021
63295;842;65588;6.10.2021
27623;5810;87728;3.06.2021
30564;5788;25100;26.05.2020
91197;3711;69073;28.12.2020
72345;7160;41051;19.04.2022
85963;5164;2067;31.10.2021
41447;6522;62276;15.01.2022
57401;3193;59721;26.01.2022
49823;5210;17084;7.03.2022
27191;339;84139;28.01.2022
82368;1438;56141;17.07.2021
93883;6392;37408;9.05.2022
87994;7846;41204;30.10.2022
67042;2421;92530;26.09.2022
72400;9815;6214;3.01.2022
68455;693;7452;19.09.2020
8268;2291;13156;9.06.2021
49894;6199;29534;1.01.2020
28967;3763;47828;7.12.2021
87109;7896;7761;12.10.2020
92687;9701;64902;2.03.2020
56700;4909;95644;29.04.2020
67483;2968;45071;6.03.2021
76376;5279;16197;17.01.2020
90375;6641;89291;27.06.2020
98281;7577;18252;12.10.2021
56328;4452;30837;1.07.2022
39378;6559;47061;5.09.2020
88885;3594;28048;20.12.2022
31288;690;2815;5.04.2020
19808;3443;87763;14.04.2020
93391;7074;43608;18.08.2022
19711;936;78554;21.09.2022
12262;6280;5264;20.12.2020
68719;5677;34460;2.07.2020
95670;9578;90461;23.04.2020
20090;4468;37687;11.12.2021
84194;7192;73171;30.01.2020
99144;85;77982;11.12.2021
83172;4655;11180;19.07.2020
66455;1243;95204;17.08.2020
68753;387;64767;11.04.2022
36732;9002;9774;24.10.2022
7025;4866;84447;15.11.2021
48148;8567;30595;17.03.2022
44211;3537;4347;5.09.2020
51814;7635;32169;10.05.2020
85473;1403;55370;4.05.2021
49019;7217;61406;16.02.2022
89695;5947;62071;20.01.2020
59446;9317;45924;21.02.2021
93993;4083;95299;8.04.2020
92642;7049;25226;16.08.2020
23849;8174;73273;19.04.2022
92204;7078;2366;10.09.2020
47322;7964;87528;22.01.2020
56568;9411;43638;17.11.2021
75209;9929;92500;3.03.2022
57987;3085;68740;5.07.2022
29944;9825;3638;4.08.2021
94174;1246;45952;7.03.2020
46833;2;28771;15.02.2020
35825;2747;53137;28.04.2022
99351;2413;10784;26.08.2021
20666;315;21175;3.08.2022
45230;3906;36978;31.03.2020
80845;7179;59556;21.04.2020
90310;7429;24019;11.02.2021
92086;1450;51357;22.11.2020
68345;6371;4912;30.10.2020
91745;2934;4502;6.09.2020
69432;3607;3700;3.12.2022
43037;2325;99067;26.03.2022
81683;5670;38920;28.06.2020
11114;7915;34766;28.07.2022
80967;8019;46913;9.05.2020
38794;6528;4205;19.07.2021
94313;6707;10971;5.03.2022
93871;8310;99750;10.03.2021
32915;9324;88874;4.11.2020
99038;6893;47114;20.05.2021
14386;6468;50653;29.03.2022
62831;3755;94492;2.07.2022
16249;2697;1379;1.06.2020
58786;124;53896;21.03.2020
13063;7739;22820;9.11.2021
45655;3520;25736;28.07.2022
64595;3719;31823;8.04.2021
5465;8833;88416;15.02.2022
39404;8861;75334;21.09.2020
9021;1440;31173;17.11.2021
3168;1593;21380;5.01.2020
39881;4102;61325;27.09.2022
24094;8595;48348;10.09.2021
57532;995;57700;25.05.2021
83832;8259;92884;8.10.2022
40312;1191;30061;3.09.2021
74384;2561;10577;13.11.2020
22460;2652;41056;22.04.2021
75160;8338;52354;10.05.2020
3078;6659;2383;8.04.2021
88789;3254;49965;3.12.2021
90357;6147;43861;14.08.2021
74452;9724;22543;27.11.2021
24502;9745;37029;16.03.2020
72186;4001;30111;5.01.2021
75378;4307;71709;28.12.2022
54196;9415;77429;24.06.2020
37283;2934;60173;1.04.2022
72054;1938;32021;27.03.2020
79556;7290;88144;9.02.2022
66871;6085;74443;9.05.2022
57789;5212;48663;8.08.2020
34646;2266;44735;19.05.2022
18418;8235;42493;13.04.2022
26662;3584;64077;14.09.2022
91070;8029;40481;15.11.2022
74978;2528;53588;11.08.2021
22566;8183;67837;31.03.2022
65802;5599;9134;3.08.2021
76733;1085;78875;15.04.2020
30701;6666;5987;11.03.2021
72103;6835;21843;13.03.2021
76159;4838;67036;9.10.2022
57707;7664;97947;12.05.2021
1924;1219;45570;3.11.2021
90069;9391;3820;22.06.2020
35632;6971;30653;6.04.2020
52462;6813;54545;17.03.2020
65861;4015;52719;10.07.2021
40024;3909;34024;13.03.2021
14113;8377;2973;18.03.2021
5657;472;98965;9.04.2022
54615;1980;44780;5.09.2021
75399;7650;12352;29.06.2022
31392;7009;30141;1.04.2020
11293;5744;51484;15.02.2022
84501;4993;91852;4.10.2022
18455;998;34413;30.06.2021
43775;7759;49157;3.03.2020
90293;8581;87259;21.12.2021
42428;7312;47220;31.07.2021
27317;6290;89524;15.02.2021
96560;2035;93578;25.07.2021
488;8598;51166;4.10.2021
91046;9194;18026;4.07.2022
84272;4974;78674;15.02.2021
96055;2844;33718;17.02.2021
37524;7799;2349;30.07.2020
90026;2321;73986;7.06.2021
98933;2736;25625;23.04.2022
44147;1527;64664;15.02.2022
71144;4843;93660;17.12.2020
22077;9494;40209;14.08.2020
21651;1382;67837;16.10.2021
49516;2353;56530;14.01.2022
53190;8093;89324;3.07.2020
64917;333;6577;7.12.2022
81196;2127;79119;28.06.2021
60664;7450;49781;20.07.2022
37204;4681;49882;9.10.2022
39621;1677;94572;4.08.2021
98534;7698;45659;10.08.2020
16422;579;49644;6.09.2022
73588;8349;82504;22.08.2021
84492;2367;97875;13.03.2022
3387;9236;82432;7.12.2020
85580;2466;79309;6.07.2022
56187;1499;1892;9.11.2022
74170;7662;85704;1.06.2020
86282;3172;43524;15.01.2020
71084;9525;90878;10.07.2022
24989;852;86823;21.06.2021
72781;6891;60930;16.09.2021
70342;2466;77168;14.08.2022
68667;9170;75020;27.09.2020
25153;3110;3747;31.08.2021
87565;4512;86709;30.03.2020
39342;628;23980;28.07.2020
8175;1823;80377;10.07.2021
41535;7530;43794;11.08.2022
95502;1439;95372;25.08.2021
52256;5632;42171;27.02.2021
4407;4998;80195;7.09.2020
29488;9631;90274;14.12.2021
74069;6178;87835;31.05.2020
24539;3389;46235;4.06.2020
87952;2874;75575;5.02.2020
92797;6928;41547;25.11.2022
57936;4646;84132;20.11.2021
6414;6170;5648;18.02.2021
98739;6720;35443;7.05.2022
74048;2701;44441;19.07.2020
61535;3260;78278;24.07.2021
96594;4268;47764;22.10.2020
4711;874;63919;30.01.2020
24959;7318;62471;23.07.2021
65175;2404;81376;6.09.2022
11115;2347;51747;4.02.2021
27380;314;15280;3.03.2020
52314;3570;10791;4.02.2021
25187;7016;5015;17.02.2022
78046;4615;92748;5.08.2021
24292;3750;60042;9.03.2022
36754;1515;11172;15.12.2022
2449;859;8531;15.04.2020
81711;1896;59453;15.03.2022
82975;2982;96876;10.07.2021
43520;8739;7117;9.10.2021
58712;1344;59132;1.01.2020
46125;5337;62028;13.04.2020
9750;6530;43384;10.06.2021
34525;8066;26596;9.01.2020
46132;9056;15425;19.11.2022
15058;9259;38352;15.10.2020
62522;7073;79042;4.10.2020
28363;1096;69302;9.06.2022
61107;752;93882;29.05.2021
26046;3013;22679;11.12.2021
51681;3715;57781;1.08.2020
95075;8415;66709;2.03.2021
42375;9617;14477;12.03.2022
8344;7563;16223;8.04.2020
45251;3639;15004;16.08.2020
6767;938;67627;29.07.2021
77922;8294;77709;9.09.2020
64881;6946;74372;27.05.2021
85821;3929;1802;3.11.2022
54957;1823;88672;3.05.2020
85071;1854;50817;24.02.2021
47614;8631;35890;25.03.2020
96302;7039;47502;4.11.2020
65428;4789;79148;9.03.2022
7112;1536;16612;14.01.2022
47156;1420;23708;29.05.2020
45591;1549;2088;22.03.2020
55168;1645;15476;15.12.2021
14103;8693;16235;15.04.2020
7672;9542;18349;27.09.2022
6377;1618;46152;13.11.2022
98816;4269;95718;2.09.2020
42678;6656;94937;11.09.2022
88588;400;8037;23.03.2022
90555;7276;88752;16.08.2021
46571;8322;35359;28.04.2022
81587;6812;21556;6.08.2022
97592;2214;74084;4.11.2021
13889;6889;23624;3.07.2022
79415;1964;72240;7.01.2021
71850;6437;38263;30.12.2021
7995;3540;91604;31.12.2020
43498;5670;63564;4.05.2020
45148;6550;46139;6.12.2022
28258;2320;99311;3.04.2022
48195;3232;45574;20.12.2020
14109;9409;38639;4.05.2020
19131;1678;73237;5.04.2022
59755;3823;20520;11.09.2021
27348;5117;54981;3.05.2022
10999;6462;96006;10.04.2020
10186;2986;31628;9.11.2022
91956;4966;23227;29.10.2021
59843;2840;88117;21.08.2021
69262;6923;97156;3.12.2021
70091;5658;49648;22.03.2020
14763;2893;85884;14.11.2020
49310;9082;92044;6.07.2020
25937;1434;67425;25.09.2021
87870;1418;11001;26.02.2020
94271;7161;37207;16.12.2020
60617;1309;75890;13.05.2021
81541;6259;53795;25.12.2022
76477;2068;30434;18.04.2022
52749;6891;91886;9.03.2021
39468;260;50411;2.01.2020
99936;9721;91335;2.07.2021
9904;4211;46714;29.10.2021
54433;70;78582;4.12.2022
76623;563;32219;24.05.2020
92226;9118;6640;29.06.2022
38158;2807;47116;3.02.2020
59006;1925;83948;29.03.2020
94366;7867;62764;16.04.2021
5679;9115;24053;1.07.2020
77663;1694;33364;10.03.2022
88769;5174;16224;23.07.2020
75375;4811;7693;11.10.2021
71404;5609;59143;21.08.2022
89422;6217;24805;22.08.2020
36827;4372;23897;22.08.2022
62296;1669;9421;5.10.2020
83404;7847;85593;9.09.2021
37420;5003;9152;22.08.2022
49225;8314;77501;14.08.2021
35219;1754;11128;11.02.2020
98757;4288;54254;30.12.2022
25804;9394;76227;18.04.2020
6829;1974;64091;6.06.2022
57900;4020;84388;22.05.2020
2439;6451;71044;6.01.2021
41853;5435;44301;28.11.2021
35089;8694;27209;3.05.2022
40679;7929;49394;20.06.2022
26072;5436;8945;8.11.2022
82949;2266;74619;5.03.2021
89618;3347;90354;24.12.2022
79029;6148;49583;15.09.2020
49289;7850;32391;14.05.2020
91053;9254;56317;25.09.2022
82258;9002;45174;23.08.2021
43000;7877;68225;20.04.2020
97549;8527;70089;23.03.2022
298;8924;80448;21.02.2021
80968;5664;63081;3.04.2020
86966;2722;14020;24.04.2020
33695;748;95958;3.08.2020
70736;3268;53365;28.11.2021
66645;1984;36344;13.04.2020
56805;7880;45730;24.09.2021
88223;2303;21909;9.09.2020
51649;4088;29257;7.11.2020
93732;8713;7521;9.11.2021
84965;190;78744;14.10.2020
12088;798;59366;12.03.2020
12077;9473;72687;6.08.2021
61650;733;57446;18.01.2022
39628;8204;2710;11.02.2021
65763;2342;31303;28.09.2020
44524;9659;60765;18.09.2020
8704;2945;40929;5.03.2020
5314;1770;58811;6.06.2021
70532;1401;67112;22.05.2020
85919;1475;36499;10.06.2021
24792;363;9122;19.03.2022
3275;9086;41386;10.12.2020
48085;4636;72844;13.11.2021
28911;6819;38477;8.08.2020
67336;8511;22025;7.06.2020
80353;6914;15511;20.11.2022
83504;2421;52216;1.07.2022
78047;9973;83848;20.06.2021
92179;7880;92111;8.06.2022
33115;7240;85751;20.04.2021
24781;8466;32650;11.09.2020
99617;2790;79186;26.05.2021
63546;2329;37761;12.11.2022
49052;7369;49976;2.06.2020
46668;8423;81747;1.01.2021
17785;8242;46794;15.05.2021
92352;6762;10472;25.04.2020
66180;4942;28063;29.04.2020
85134;2561;62279;3.01.2020
85781;924;18285;22.05.2020
14542;9584;19303;7.07.2021
15440;552;30437;13.05.2020
34478;9558;34546;21.03.2021
48210;7398;17264;15.09.2021
13465;8820;33397;23.01.2020
52607;2110;85511;13.01.2022
56517;2274;17174;14.07.2022
45064;1109;28137;2.08.2020
11630;3059;66819;23.04.2021
68654;2250;11600;19.03.2020
28549;8032;44206;13.11.2022
62984;8505;14011;28.04.2021
83354;4169;65133;6.05.2020
34950;4621;12410;24.08.2022
52525;3165;45852;7.01.2021
53923;7661;11849;12.09.2020
14572;5209;67689;2.09.2021
3459;3336;72496;10.11.2020
10427;1107;35490;23.04.2021
13721;1932;61165;10.07.2021
27279;1105;3864;19.02.2022
729;3367;5364;2.07.2022
83422;2717;55453;19.09.2021
35988;4520;384;11.04.2021
7927;8504;50957;8.03.2021
73443;7662;6773;30.07.2022
61694;3809;67379;11.10.2022
67380;5548;27114;25.04.2022
60698;3853;87122;25.05.2022
22213;1659;53834;5.03.2021
19279;6757;22947;28.08.2020
83780;8687;79263;19.12.2022
1361;4963;30151;11.09.2020
16860;6328;27328;9.05.2020
63634;9762;78902;8.01.2022
39339;651;89595;24.04.2021
47968;9527;33256;27.06.2022
95773;4299;97467;5.08.2021
17475;2574;82830;10.04.2020
85334;8831;39288;22.06.2021
71774;3805;28397;30.09.2022
29378;3304;728;18.10.2020
44628;5999;36850;17.08.2020
41035;5731;59645;11.01.2021
79013;2398;19944;17.10.2021
30537;7290;65926;13.12.2020
10991;9202;19107;5.02.2020
16759;7289;96138;29.11.2020
87655;8917;13235;9.05.2020
95140;5211;65051;8.04.2020
78915;5627;50512;7.09.2020
72682;1529;50364;9.02.2021
66865;7527;89457;9.10.2021
3779;4169;40232;9.03.2021
29765;1468;19184;6.03.2020
2932;5790;94456;17.05.2022
3093;4318;52338;31.05.2022
85478;262;27252;15.02.2021
17453;1098;43755;3.11.2021
240;2490;70443;27.06.2022
91218;5765;58004;23.08.2020
31666;8698;55164;8.02.2021
46659;144;43246;3.11.2021
26086;1965;62223;23.02.2021
60329;7643;98627;25.03.2021
86560;8309;9703;1.08.2021
98609;1739;18561;3.10.2020
47391;6695;64928;27.07.2022
69580;7353;28815;14.12.2021
41412;9723;58092;24.09.2020
38311;1905;23518;1.01.2022
27617;8905;69979;18.04.2020
79708;9185;21678;9.02.2022
94531;311;84254;18.09.2021
72204;6685;47774;6.02.2022
54874;7459;62267;8.09.2022
21589;777;85768;20.02.2021
48286;8243;43233;13.09.2021
51719;9936;98967;27.07.2021
41975;240;184;17.05.2020
45109;8983;50394;13.03.2020
95543;8970;34303;19.06.2022
95132;8301;82609;3.10.2022
71525;9104;82963;16.11.2022
89183;9766;92074;20.11.2020
19330;2291;87767;15.03.2021
1570;1571;23160;28.07.2022
9518;4016;68470;13.12.2021
74988;7870;50522;28.11.2020
50602;3062;55184;4.01.2021
87337;3797;64441;29.11.2022
98477;4938;71018;19.11.2022
24932;647;92721;20.01.2022
46179;7666;42779;17.09.2020
39916;6173;86990;14.03.2020
27905;868;2725;29.05.2021
38466;5982;12755;8.10.2022
27772;6019;15012;23.04.2020
49353;4890;84397;27.06.2022
49464;2564;49142;20.01.2020
28350;1750;55812;31.10.2021
96272;812;40528;11.10.2020
40013;771;98477;15.12.2022
45989;5951;15523;1.10.2020
80838;3801;9935;6.11.2022
41610;1930;53157;10.03.2021
51264;2280;80849;5.07.2022
33301;5560;57458;16.08.2022
86972;2238;80300;26.03.2022
75737;1205;10278;2.05.2020
81498;6749;197;20.06.2022
7039;8504;76856;4.01.2021
51461;667;26677;20.12.2021
77178;6752;13463;5.11.2022
88840;1937;26514;2.02.2020
54537;2088;28300;24.10.2022
25814;2620;67073;2.04.2021
42866;1645;93929;10.09.2021
24857;5700;30458;9.03.2020
21454;9829;39933;10.10.2021
47436;7906;21721;18.06.2021
28340;3310;54049;7.08.2020
81535;9738;35172;3.01.2020
78375;6762;28211;28.02.2020
81756;8663;79593;18.06.2021
56587;5031;20046;7.08.2022
4760;7961;69197;12.11.2021
14878;5369;12178;22.08.2022
50102;5720;34133;23.01.2021
22828;4112;214;7.02.2022
47492;3580;73219;30.03.2020
94170;4099;75807;4.09.2020
88429;2711;35653;26.10.2020
49315;2950;53496;30.04.2022
49305;4792;76349;22.05.2021
5894;1856;44930;4.04.2020
89156;3555;2688;16.02.2022
42375;628;68785;26.12.2020
57729;8358;78601;15.01.2020
24263;6803;79660;27.03.2021
94780;4203;83158;22.11.2020
69364;256;1530;12.08.2022
66322;1350;56945;15.07.2022
81326;3230;1629;7.08.2020
29792;1737;88838;31.05.2021
95311;4399;85747;29.11.2022
30633;7431;2767;27.09.2020
75993;7616;37651;3.07.2021
43111;7767;99398;12.09.2022
60922;8278;46225;8.12.2020
73126;8385;75958;16.04.2022
14447;5871;30950;26.01.2022
8206;1179;4350;7.08.2020
17200;9438;58451;17.11.2022
39261;4513;5968;21.10.2021
81683;9824;6571;17.09.2022
76809;8200;11911;27.10.2022
4638;3691;26619;5.12.2020
51598;5302;21739;5.11.2021
31987;6015;11226;12.01.2022
32367;5203;41423;17.09.2020
61541;1218;85387;5.10.2020
98438;5631;94390;29.01.2021
45647;2723;58345;29.06.2022
49457;8453;38687;8.11.2022
40897;7309;60525;18.12.2020
96886;7163;33285;7.04.2022
40718;3669;99089;6.10.2021
53979;9616;39822;2.01.2020
59278;6993;7016;23.07.2022
68948;8549;36376;21.09.2021
49986;3879;50411;25.04.2022
70996;4903;27087;8.12.2020
61366;9787;11380;27.06.2022
88941;4735;23097;6.10.2020
74157;4723;54964;7.02.2022
8663;8643;97100;20.08.2020
13288;6055;90210;23.11.2020
19912;2287;68414;7.08.2021
61600;7378;44701;13.03.2021
21856;4518;44499;15.06.2022
21761;6290;67763;15.11.2020
60011;6071;8417;30.06.2022
69928;9838;2697;14.10.2022
39776;1060;5505;24.07.2022
33003;2197;95076;24.07.2022
37045;6754;16167;16.07.2021
96966;8854;30386;14.10.2021
3392;3332;65098;12.11.2020
43745;2845;87024;2.09.2021
27939;857;24567;1.07.2021
90996;7304;30236;8.08.2022
79420;5110;94735;4.09.2021
15391;1222;97129;2.08.2021
57828;3457;76864;1.09.2021
29972;8147;18653;11.08.2021
43074;7764;42430;12.07.2020
80671;1277;57433;8.12.2020
59871;9114;17986;18.02.2021
56468;1175;19828;8.11.2021
42211;8192;11837;28.02.2022
81397;256;63151;28.11.2022
16184;4150;48156;12.03.2021
45006;2046;1361;18.09.2020
6577;3932;54759;12.04.2022
35876;6557;85089;22.03.2022
55972;4992;63610;20.02.2021
39382;2580;28664;13.08.2020
29178;8047;45019;26.03.2022
80496;8800;36047;29.08.2021
65701;1701;56974;28.04.2020
13653;3404;48230;18.08.2022
74885;6423;56318;14.10.2021
35762;1062;31134;21.11.2021
46778;476;51121;20.06.2020
62039;9549;77038;15.04.2021
65472;9465;85364;7.01.2021
71202;3477;67883;12.06.2021
39542;7574;41059;8.09.2020
86411;8170;5415;1.08.2020
80320;8093;97237;12.01.2020
89329;9834;2493;4.12.2020
47203;6850;81544;22.10.2022
32837;3450;69454;28.04.2022
52870;5595;2881;17.10.2022
42810;5842;10593;26.10.2020
92486;234;52675;28.05.2020
21083;8290;19341;22.10.2020
3848;2636;43225;31.10.2022
85104;5144;87510;19.04.2021
41401;3749;35286;10.11.2022
73195;8301;80442;22.04.2021
77990;8899;21702;6.05.2021
29428;8494;33143;21.10.2020
8261;9172;56896;21.11.2022
969;8190;10665;25.05.2022
20710;5257;13465;23.07.2021
10400;5502;39375;2.01.2021
72127;2791;78826;14.04.2020
85003;739;99492;15.03.2021
59253;5334;55575;28.08.2022
7858;6562;24657;19.09.2020
49240;9494;65828;6.01.2022
89250;1803;58563;8.03.2021
84416;2789;96101;12.06.2020
2453;9833;79735;30.07.2021
86724;4898;20405;6.03.2021
